SMILES,Atom_importance,Bond_importance
CCO/C/1=N\C=C/C2=CC=CC=C(C2)/C=C1,"[-0.00546429 -0.00653194 -0.00038467  0.0036283  -0.00503044  0.00675171
  0.01050694  0.00634831  0.01280898  0.01246089  0.01255122  0.01220418
  0.00380521 -0.00838751  0.01291427  0.0090052 ]",
Cc1cc(c(n1C1CC1)C)C(=O)N1CCC[C@H](C1)c1ccn[nH]1,"[-2.0781469e-03  6.3495925e-03  1.7737268e-02  1.1429755e-02
  7.0719104e-03  8.5782749e-04 -3.0877222e-03 -6.5417564e-03
 -4.3477658e-03 -3.8329740e-03  3.6868297e-03 -3.2275413e-05
 -1.4991207e-03 -4.5141052e-03 -4.1752290e-03 -6.3535972e-03
 -5.5341264e-03 -5.7237968e-03  4.6598176e-03  1.4413988e-02
  1.2729993e-02 -2.5672119e-03  4.4955504e-03]",
CCOC(C/N=C/c1ccc(c(c1)OC)OC)OCC,"[-0.00277857 -0.0038095  -0.00290379 -0.00442518 -0.00538079 -0.00212934
  0.00838691  0.00955202  0.01979496  0.01953363  0.00619041  0.00728025
  0.01357136 -0.00020021 -0.00319393  0.00065407 -0.00305003 -0.00130522
 -0.00363194 -0.00185481]",
CC[C@@](C)(CNC(=O)Nc1cc(ccc1OC)[N+](=O)[O-])O,"[-2.3348730e-03 -4.7494979e-03 -6.3061630e-03 -3.7329101e-03
 -5.0902520e-03  3.5242268e-03  4.3235542e-03 -8.5596963e-05
  4.7793919e-03  6.4953277e-03  1.4575997e-02  7.6884693e-03
  1.1733856e-02  1.6929403e-02  6.3115126e-03 -1.5312771e-03
 -3.2937126e-03 -6.1696710e-04  2.9666096e-04 -3.9892559e-04
 -7.7695749e-04]",
Cc1ccc(o1)/C=C/C(=O)Nc1c(c2c(s1)CCCCC2)C(=O)N,"[-2.2968668e-03  5.2616484e-03  1.2118803e-02  1.6090993e-02
  5.2623814e-03 -3.7653442e-04  7.1013663e-03  8.6190403e-03
  4.9395901e-03 -8.2872191e-04  3.2265328e-03  9.6441563e-03
  9.8560452e-03  7.4917935e-03  6.0919714e-03 -2.3135087e-03
 -5.3376192e-03 -5.8769640e-03 -4.8665046e-03 -4.7243400e-03
 -6.5819588e-03  3.3399945e-03 -9.2142152e-05  8.1304403e-05]",
CCOC(=O)C1=CNc2c(cc(cc2F)F)[C@@H]1Cl,"[-0.00412125 -0.0044723  -0.00100422  0.00361046 -0.00044799  0.0043556
  0.0124148   0.00263722  0.00581351  0.00738991  0.02069462  0.01003484
  0.01330882  0.00510045 -0.0033863  -0.00399107 -0.00605108 -0.00136465]",
CCCOc1ccc(cc1)c1nc(on1)c1ccc[nH]1,"[-0.00238907 -0.00180271 -0.00340153 -0.00199005  0.00478608  0.0124139
  0.01250049  0.00620127  0.00957559  0.00954829  0.00382217 -0.00216915
  0.00659769 -0.00043297 -0.00162844  0.00535744  0.01101624  0.01116218
  0.00996628  0.00391607]",
C[NH+](C)[C@H](CNC(=O)N1CCN(CC1)CC#C)C1CCCCC1,"[-0.00184228 -0.00036816 -0.00229237 -0.00307516 -0.00422134  0.00259346
  0.00344998 -0.00058853 -0.00058889 -0.0044938  -0.0039708  -0.00175808
 -0.00341633 -0.00323305 -0.00352601 -0.00054742  0.00202846 -0.00362618
 -0.00357468 -0.00351406 -0.0034152  -0.0030015  -0.00287743]",
CN(C[C@@H](C1CC1)O)C(=O)CCN1C(=O)[C@H]2CCCC[C@@H]2C1=O,"[-0.00241873  0.00019434 -0.00362868 -0.00184909 -0.00181783 -0.00392339
 -0.00344985 -0.00108809  0.00259819  0.00013494 -0.00454795 -0.0045327
  0.00082286  0.00391201 -0.00017873 -0.00316421 -0.00432274 -0.0037419
 -0.00307818 -0.00404377 -0.00321605  0.00301145 -0.00020498]",
CCC(C)(C)NC(=O)[C@H](C)N1CCN(CC1)CC#C,"[-0.00209428 -0.00444386 -0.00536637 -0.00340274 -0.00281584  0.00397712
  0.00325469 -0.00038641 -0.00545128 -0.00414314 -0.00252914 -0.00495944
 -0.00403465 -0.00217701 -0.00377038 -0.00346149 -0.00401644 -0.00075057
  0.00075259]",
C1C[NH2+][C@@H](C[C@H]1O)C(=O)N,"[-0.00762252 -0.00630434 -0.00515656 -0.00536611 -0.00763163 -0.00464902
 -0.00152567  0.00202415  0.00019489 -0.00012263]",
c1ccc(cc1)NS(=O)(=O)c1ccccc1N,"[ 0.00779829  0.00701484  0.01115574  0.00572405  0.00792904  0.00838094
  0.00310667 -0.00317455  0.00115805  0.00022048  0.00544914  0.00734712
  0.0115726   0.01058302  0.00914041  0.00511635  0.0013367 ]",
C1C=C(C=C2C1=C(N=N2)Br)F,"[-0.01479174  0.01277817  0.0086144   0.02097766  0.01077615  0.01051865
  0.00467149 -0.00547606 -0.00600267 -0.00412715 -0.00672425]",
Cc1cc(ccc1NS(=O)(=O)c1cccc(c1)F)Br,"[-0.0016624   0.00699438  0.00751125  0.00497811  0.01256372  0.0104425
  0.00749132  0.00409451 -0.00374825  0.00083879  0.00175939  0.00788919
  0.01511055  0.00931231  0.01008047  0.00571371  0.00753026 -0.00166858
 -0.00021325]",
CC(C)[C@@H](C(=O)N(C)CC(=O)N)NC(=O)C,"[-4.7291568e-03 -2.7213590e-03 -3.4181327e-03 -5.7512792e-03
  4.4226716e-03 -1.0328287e-03  7.7231077e-04 -4.7669881e-03
 -7.4046035e-03  6.6750795e-03  4.9517606e-05  7.0443610e-04
  6.2171342e-03  6.7097405e-03 -4.3683307e-04 -3.4044764e-03]",
CC1(Cc2c(sc3c2c(=O)n(c(n3)Nc2ccccc2)N)CO1)C,"[-0.00223937 -0.00334462 -0.00342846  0.00506399  0.00722059 -0.00122247
  0.0050912   0.0087521   0.0078198   0.00040063  0.00259165  0.00658794
 -0.00164973  0.00281753  0.00551938  0.01032701  0.01069058  0.00863856
  0.00831925  0.00759408  0.00109277 -0.003437   -0.00235714 -0.00099243]",
CCCC[C@H](CC)CNC(=O)c1csc(n1)COC,"[-0.00313414 -0.00526126 -0.00522109 -0.0055717  -0.00872727 -0.00497033
 -0.00322815 -0.00671841  0.0048135   0.00428343 -0.00056944  0.01503799
  0.02358214 -0.00236291  0.0086003  -0.00276028 -0.00577367 -0.0021399
 -0.00258737]",
CCOC(=O)C[C@H](C)CNC(=O)N1CCO[C@H](C1)c1ccc(cc1)Cl,"[-0.00174815 -0.00385768 -0.00023075  0.00315091 -0.00034727 -0.0046558
 -0.00462089 -0.00221962 -0.00452992  0.00420913  0.00362759 -0.00039946
 -0.00061768 -0.00462457 -0.00437662 -0.00380131 -0.00435199 -0.00420838
  0.00530971  0.01390616  0.0164803   0.00475123  0.00951175  0.00817423
 -0.00054839]",
CC(C)C[C@@](C)(C(=O)N)NC(=O)c1cnc(s1)[C@@H]1CCCO1,"[-0.00240803 -0.00282739 -0.00279505 -0.00455904 -0.00717479 -0.0029874
  0.00472102 -0.00055329  0.00063747  0.00392362  0.00470937 -0.00015574
  0.01247488  0.02037105 -0.00364139  0.00775828 -0.00185876 -0.00566031
 -0.00574427 -0.00430953 -0.00396898 -0.00174926]",
COC(=O)CNC(=O)Cn1ccc(n1)C(F)(F)F,"[-0.00435113 -0.00096481  0.00506816 -0.00064057 -0.00657799  0.00623031
  0.00561024 -0.00071885 -0.00681655  0.00139921  0.02316535  0.02385775
  0.01046805 -0.00434389 -0.00602409 -0.00267605 -0.00302444 -0.00252384]",
CCc1c[nH]nc1[C@@H]1CCC[N@@H+](C1)Cc1cc(cs1)C#CCO,"[-0.00214744 -0.00415288  0.0072907   0.01501313  0.0049701  -0.00290962
  0.00746329 -0.00923309 -0.0063235  -0.00529043 -0.00361689 -0.00402258
 -0.00456616 -0.00545757  0.00543302  0.01357598  0.00888326  0.01711584
 -0.00140675 -0.00200909 -0.000159   -0.00353019 -0.00090466]",
CCOCCCCNC(=O)c1cc(c(s1)Br)S(=O)(=O)N,"[-0.00378481 -0.00490452 -0.00237117 -0.00572856 -0.00556663 -0.00601208
 -0.00678894  0.00420774  0.00317788 -0.00066162  0.01414574  0.02335721
  0.01107387  0.00458143 -0.00391571 -0.00264855 -0.00590604 -0.00044546
  0.0001883  -0.00133595]",
CCOc1ccccc1[C@@H]1[C@]2([C@@]1(C(OC)(OC)[NH+]=C2N)C#N)C#N,"[-2.3758837e-03 -4.0047513e-03 -3.0649226e-04  4.5187483e-03
  1.2534927e-02  1.3137578e-02  1.3175946e-02  1.0843649e-02
  3.3666263e-03 -6.5568397e-03 -1.1632027e-02 -6.6505498e-03
 -7.0544803e-03 -2.5212991e-03 -2.9797831e-03 -2.8049950e-03
 -2.9671821e-03  2.9635567e-03  3.8453997e-03  1.9901971e-05
  1.0053086e-04 -1.2640305e-03 -1.0271674e-03 -1.2937509e-03]",
C[C@H]([C@H](C)n1cccn1)[NH2+]CC(=O)N[C@@H]1CC[C@H](CC1)C(F)(F)F,"[-0.00261548 -0.00439882 -0.00474194 -0.00244385  0.0012054   0.01500525
  0.01310684  0.01029763 -0.0038587  -0.00289231 -0.00444728  0.00351306
 -0.00062774  0.00302074 -0.00392079 -0.00462706 -0.00485283 -0.00541209
 -0.00387695 -0.00380745 -0.00428586 -0.00170719 -0.00188504 -0.00149513]",
C[C@]12CC[C@@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC1=CC2(CC[C@@]31C)OCCO2,"[-0.00184647 -0.00521878 -0.00347935 -0.00364566 -0.0048363  -0.00423588
 -0.00311044 -0.00328657 -0.00382371 -0.00306791 -0.00113203 -0.00347625
 -0.00336731  0.00233962  0.00294397 -0.00434204 -0.00313551 -0.0033696
 -0.00641134 -0.00234874 -0.00172226 -0.00325619 -0.00286821 -0.00131409]",
CC[C@@H](c1ccc(cc1)F)[NH2+]CC(C)(C)N1CCOCC1,"[-0.00202679 -0.00401418 -0.00163038  0.00594242  0.0154228   0.01612013
  0.00552199  0.01342589  0.01284803 -0.00222833 -0.00211972 -0.0032162
 -0.00502079 -0.00252413 -0.00218864 -0.00150883 -0.004148   -0.00368938
 -0.0015591  -0.00264723 -0.00318677]",
Cc1cc(ncc1N)NC(=O)C(C)C,"[-0.00307151  0.00657636  0.01990536  0.01018088 -0.0049788   0.01944651
  0.01086624 -0.00063674  0.00538326  0.00477601  0.00063254 -0.0041916
 -0.00577802 -0.00278266]",
C[C@@H]1CCC[C@H](C1)[NH2+]CCC[NH+](C)C,"[-0.00384914 -0.00654227 -0.00595313 -0.00483137 -0.00591142 -0.00720673
 -0.00558064 -0.00297839 -0.00487882 -0.00507667 -0.00416747 -0.00200045
 -0.00344543 -0.0029308 ]",
COC(=O)[C@@H](c1ccccc1)OC(=O)c1ccc(c(c1)S(=O)(=O)N)Cl,"[-1.4650692e-03  4.5957440e-04  1.6085666e-03 -6.2434725e-04
 -2.2705647e-03  5.1825107e-03  8.8149374e-03  8.5435696e-03
  8.3476063e-03  6.6258688e-03  6.3142464e-03 -2.9219603e-04
  2.5929487e-03 -2.8627779e-04  5.8977706e-03  1.0494103e-02
  8.1146825e-03  2.9213703e-03  4.0693777e-03  7.5016115e-03
 -3.2461691e-03  6.0133327e-04 -7.7569959e-05 -7.1486493e-04
 -4.8525061e-04]",
CC1(Cc2c(c(nc(c2C#N)N2CC[NH2+]CC2)c2ccco2)CS1)C,"[-0.00277054 -0.00459894 -0.0056381   0.00614901  0.00407193  0.00381579
 -0.00397508  0.00729478  0.00671837 -0.00164453 -0.00185865 -0.00143766
 -0.00574251 -0.0043993  -0.00305173 -0.00444418 -0.00446802  0.00602928
  0.01380184  0.0129887   0.01004475 -0.00063491 -0.00519665 -0.00307925
 -0.00194978]",
COCC(COC)O,"[-0.00361433 -0.00290139 -0.00730688  0.0012956  -0.00547956 -0.00432562
 -0.00290169 -0.00337938]",
CCOC(=O)C1=NN([C@@](C1)(C)C(=O)[O-])c1ccc(c(c1)F)Br,"[-0.0033944  -0.00460306 -0.00089691  0.00347511 -0.00096395  0.00434193
 -0.00279276 -0.00160344 -0.00907612 -0.00636481 -0.00500388  0.00339119
 -0.00104874 -0.00052303  0.00646689  0.016063    0.0148273   0.00554989
  0.00498183  0.00905927 -0.00200058 -0.001572  ]",
Cc1cnn(c1)CC(=O)Nc1c(c(n[nH]1)C(F)(F)F)C,"[-2.96887616e-03  7.52380723e-03  1.67981312e-02 -3.94771527e-03
  1.17436389e-03  1.45878736e-02 -5.59523003e-03  4.31143958e-03
  4.89510967e-05  3.20679136e-03  1.07924435e-02  9.48670320e-03
  8.41183774e-03 -4.95218812e-03  4.78615146e-03 -7.63463136e-03
 -2.35230429e-03 -2.90471525e-03 -2.12611328e-03 -3.33741447e-03]",
Cc1cc(nc([nH+]1)N)N1CCn2c(cc(n2)CCC(=O)[O-])C1,"[-0.00228947  0.00710826  0.013709    0.00679297 -0.00272534  0.00919734
  0.00360188 -0.00065879 -0.00101684 -0.00480743 -0.00663846 -0.00058814
  0.00914005  0.01728854  0.00768595 -0.00376754 -0.0057981  -0.0058487
  0.00369037 -0.00026716  0.00087451 -0.00395126]",
C#CCO[C@H]1C(=Cc2cc(ccc2O1)Cl)C#N,"[ 0.0006779  -0.00077782 -0.00510159 -0.00275333 -0.00648811  0.00581363
  0.0092543   0.00844584  0.01467039  0.00658126  0.01557034  0.01911079
  0.00613645 -0.00081936 -0.00257136 -0.00200879 -0.00133708]",
C=C[C@@H](C[NH3+])O,[ 0.01041003  0.02595817 -0.01096459 -0.01339169 -0.00374418 -0.00442579],
CC(C)(C)OC(=O)N[C@H]1CCN(CC1)[C@H](c1cccs1)C(=O)[O-],"[-3.2305834e-03 -6.6823214e-03 -3.2610663e-03 -2.8028451e-03
 -8.0501847e-04  4.9725450e-03 -7.2691654e-04  4.9183294e-03
 -4.0209917e-03 -6.1137904e-03 -5.2403379e-03 -2.3366967e-03
 -4.5019793e-03 -4.5128223e-03 -5.3787995e-03  8.3000902e-03
  1.7565388e-02  1.4173126e-02  2.0910341e-02 -1.3185532e-03
  3.7222395e-03 -8.5753731e-05  2.5726599e-04]",
c1ccc(cc1)[C@@H](COc1cc(ccc1[N+](=O)[O-])Cl)O,"[ 0.01196462  0.01223283  0.01075165  0.00651751  0.00847722  0.0121054
 -0.00328077 -0.003663    0.00042161  0.00880246  0.00810636  0.00410411
  0.01302002  0.00974358  0.00744014  0.00131394  0.00147884  0.00027743
 -0.00137669 -0.00087147]",
c1cc(oc1)/C=C/C1=NN([C@](C1)(C(F)(F)F)O)c1nc(cs1)C(=O)[O-],"[ 0.00984732  0.01264966  0.00583483  0.00047055  0.00994825  0.00603343
  0.00767719  0.00388145 -0.00252725 -0.00062645 -0.00996344 -0.00524703
 -0.00547217 -0.00135271 -0.00240901 -0.00206848  0.00026104  0.00659937
 -0.00150072  0.00706303  0.01509915 -0.0011499   0.0029222  -0.00013151
  0.00041005]",
CCCC[NH+](CCCC)[C@H](C)[C@H](c1ccccc1)O,"[-0.00322316 -0.0056265  -0.00498749 -0.00455406 -0.00425606 -0.00482438
 -0.00458862 -0.00395911 -0.00286884 -0.00845526 -0.00370406 -0.00545973
  0.00763628  0.01624715  0.01450282  0.01419199  0.01068455  0.00939993
  0.00019127]",
CC(=O)O[C@H](C[C@H](CCCCCCCCCCCC#C)O)CO,"[-0.00211443  0.00182187 -0.00059104 -0.00115488 -0.00236057 -0.0026929
 -0.00239277 -0.0028016  -0.00274188 -0.00252572 -0.00211176 -0.00229579
 -0.0022851  -0.00218114 -0.00228365 -0.00222458 -0.0021952  -0.00233233
  0.00014479  0.00148505 -0.00068577 -0.0023416  -0.00034978]",
CCCC[C@H](COC)NC(=O)NC[C@H]1CC[N@H+](C1)CC(F)(F)F,"[-0.00196743 -0.00260623 -0.00308246 -0.0036745  -0.00463361 -0.00367051
 -0.00216605 -0.00265446  0.00389527  0.00247132 -0.0003043   0.00124182
 -0.00343871 -0.00337493 -0.00406798 -0.00351022 -0.00182963 -0.00333392
 -0.00362531 -0.00422939 -0.00158286 -0.00152412 -0.00150311]",
C1C[C@H](CN(C1)C(=O)CC[C@@H]1CCCO1)C(=O)N,"[-4.3867938e-03 -5.7984255e-03 -5.4167761e-03 -5.2239862e-03
  1.1445468e-03 -5.4676845e-03  3.3977050e-03 -8.0967976e-07
 -5.5356300e-03 -4.2189076e-03 -5.8420887e-03 -5.1859249e-03
 -4.5051584e-03 -4.0754750e-03 -4.2172242e-03  3.0286510e-03
 -2.3033042e-04  1.4630564e-04]",
C[C@@]12CCC(=O)N1[C@H](CS2)C(=O)Nc1ccn(n1)Cc1ccccc1,"[-0.00211687 -0.00529894 -0.0040047  -0.00486004  0.00399188 -0.00038156
 -0.0009643  -0.00662902 -0.00472534 -0.00317939  0.00271957 -0.00075347
  0.00386896  0.00768894  0.01362086  0.01342746  0.00036562 -0.00256563
 -0.00423786  0.00530859  0.01264594  0.01177242  0.0128617   0.0087769
  0.00780115]",
COC(=O)C[C@H]1CSCCN1Cc1c[nH]nc1c1ccccc1,"[-0.00206719 -0.00045207  0.00296452 -0.0003432  -0.00508949 -0.00626086
 -0.00417374 -0.00185305 -0.00421581 -0.0041982  -0.0025655  -0.00448578
  0.00888162  0.01439598  0.00420875 -0.0025617   0.00644899  0.00514785
  0.01428099  0.00976026  0.01167588  0.00839965  0.00697548]",
Cc1ccc(c2c1[C@H](CC2=O)C)OCC(=O)N,"[-0.00334646  0.00942401  0.01671978  0.01655549  0.01356615  0.00950225
  0.01003794 -0.0114431  -0.00990679  0.00361434 -0.0008123  -0.00630593
 -0.00113697 -0.00640947  0.00401792 -0.00018011  0.00090875]",
Cc1c(c(nc(n1)Cl)NC[C@H]1CCCO1)N,"[-0.00421675  0.00514583  0.01472077  0.01050309 -0.00355936  0.00961996
 -0.00490754 -0.00347469  0.00621211 -0.00748591 -0.0052658  -0.00819961
 -0.00607138 -0.00588888 -0.00448634  0.00037294]",
COCC[C@]1(CCC[N@H+](C1)CCN1CCCC1=O)CO,"[-2.7441385e-03 -2.8974530e-03 -4.2798514e-03 -4.4361171e-03
 -6.4686462e-03 -5.0069401e-03 -4.7514485e-03 -5.0332993e-03
 -3.6708449e-03 -4.7898553e-03 -4.5835334e-03 -4.4530765e-03
  7.5496748e-05 -4.4103260e-03 -4.4712541e-03 -5.9202630e-03
  3.4031079e-03 -3.0818212e-04 -3.6565424e-03 -1.3034886e-03]",
CC/C(=N\O)/C(=N/O)/c1ccc(cc1)C1CCCCC1,"[-0.0024566  -0.00486666  0.00314663 -0.00221149  0.00241907  0.00520561
 -0.00283417  0.0028326   0.00980217  0.0221988   0.01956973  0.00817073
  0.01268514  0.01091695 -0.00312571 -0.00636615 -0.00421738 -0.00435275
 -0.00412499 -0.00273971]",
CC1(CC(=O)C(C(=O)C1)(C)[C@H]1[C@H](O1)C(=O)c1ccc(cc1)Br)C,"[-0.00351395 -0.00662626 -0.00698528  0.00490895  0.00016494 -0.00761661
  0.00407425 -0.00089989 -0.00562159 -0.00288925 -0.00522356 -0.00666161
 -0.00378997  0.00373728  0.00029686  0.01050224  0.02091578  0.01321032
  0.00593346  0.012724    0.0134838  -0.00148663 -0.00177296]",
Cc1cc(nc(n1)n1c(cc(n1)C)NC(=O)C[NH2+]C1CCCCC1)C,"[-0.00220703  0.00471591  0.01080558  0.00261548 -0.00373891  0.00585407
 -0.00228568 -0.00021613  0.00850085  0.01594795  0.0050875  -0.00307314
 -0.00323548  0.00182398  0.00269142 -0.00026379 -0.00388678 -0.00112101
 -0.00327084 -0.00371543 -0.00333226 -0.00397008 -0.00319674 -0.00297737
 -0.002125  ]",
CSC1=Nc2c(c(=O)nc3n2ncs3)[C@H](S1)c1ccco1,"[-2.8024851e-03 -3.0010291e-03  2.1208883e-03 -2.4541647e-03
  1.0762662e-02  9.3096336e-03  5.1177880e-03  5.1461535e-05
 -2.8432976e-03  7.2018243e-03  1.3119786e-03 -1.8588041e-03
  7.7616917e-03 -1.0704956e-03 -4.8850682e-03 -2.8491558e-03
  4.8062378e-03  1.2353676e-02  1.1540883e-02  9.5952712e-03
  1.3306801e-04]",
C1C=C(C=CN1O)N/N=[NH+]\C(=N)NO,"[-1.17572565e-02  1.31931128e-02  7.57928984e-03  2.26614848e-02
  1.30707035e-02 -7.42678414e-04 -1.48808560e-03  5.62319625e-03
 -3.03598400e-03  5.95013238e-03  7.59278471e-03  3.08605377e-06
  4.48766816e-03 -1.45490817e-03]",
CCC(=O)Nc1c(c2c(s1)C[C@@H](CC2)C(C)(C)C)C(=O)OC,"[-1.5540482e-03 -3.4810705e-03  2.4878792e-03  2.7734361e-04
  3.7462653e-03  1.0845902e-02  1.0101512e-02  9.1460822e-03
  6.6044945e-03 -1.9280636e-03 -4.3063173e-03 -5.9119975e-03
 -5.0651114e-03 -4.4828914e-03 -3.9567421e-03 -1.8787121e-03
 -1.9106602e-03 -2.0412402e-03  3.1477453e-03 -1.7787964e-04
 -5.9486221e-05 -1.5368166e-03]",
c1ccc2c(c1)ccc1c2cc(cc1)CCCC(=O)[O-],"[ 0.0074229   0.00964469  0.009568    0.00559194  0.00639637  0.01150572
  0.00946905  0.01401036  0.00681778  0.00651619  0.00769956  0.00742774
  0.01368856  0.01119807 -0.00203167 -0.00242217 -0.00193972  0.00318351
  0.00063786  0.0003484 ]",
c1ccc2c(c1)cccc2Nc1ncc(o1)N,"[ 0.00984474  0.00860375  0.01105905  0.00657387  0.00516216  0.01236497
  0.00992244  0.0121193   0.01187752  0.00635911  0.00435599  0.00623102
 -0.00150156  0.01243417  0.00633249  0.00078237  0.00132511]",
CN1C(=O)CCC(=N1)C(=O)OCCC#C,"[-0.00349744 -0.00035549  0.00530317  0.00044176 -0.00825239 -0.00825969
  0.00594674 -0.00414042  0.00833531 -0.00014107  0.0003296  -0.00642347
 -0.00421242  0.00060416  0.00249031]",
c1ccc(cc1)[C@@H](CN1CCN(CC1)C(=O)CCc1ccco1)O,"[ 8.0244457e-03  1.0968878e-02  1.3236187e-02  6.9910372e-03
  1.0577423e-02  7.4281851e-03 -3.7449810e-03 -4.4700787e-03
 -1.4558940e-03 -6.0852198e-03 -5.2294438e-03 -3.8855622e-04
 -3.7523720e-03 -3.9042654e-03  3.9653871e-03  7.4734264e-05
 -4.3845144e-03 -4.1696453e-03  6.5825335e-03  1.3884618e-02
  1.0515065e-02  1.1260631e-02 -3.8723767e-04  4.6432769e-04]",
c1c(cnc(n1)CO)F,"[ 0.02613821  0.01026775  0.0280161  -0.00707971  0.00998    -0.00792856
 -0.01102766  0.00134996 -0.00584814]",
CC(C)[C@H]1C=CO[C@H]1C(=O)C,"[-0.00714983 -0.00586528 -0.00605525 -0.0047109   0.02527789  0.01919987
 -0.00387669 -0.00689709  0.00617187 -0.00077496 -0.00485849]",
CCOc1cc(cc(c1O)Cl)/C=N/N=C\1/NC(=O)CS1,"[-0.0026948  -0.00401939  0.00028529  0.00604861  0.01754857  0.0068176
  0.01078646  0.00686494  0.00624315  0.00217729 -0.00138181  0.00547463
 -0.00140102 -0.00137459  0.00364056  0.00488026  0.00303703 -0.00022234
 -0.00306596 -0.00138617]",
c1ccc2c(c1)ccc(c2/C=N/[NH+]=C\1/CCCN1)O,"[ 0.01085864  0.01073087  0.01045825  0.00659803  0.00661233  0.01224121
  0.01141437  0.01470962  0.0075524   0.00578337  0.00743845 -0.00098794
  0.00355485  0.00330388 -0.00386204 -0.00320248 -0.0040428   0.00457981
  0.00185162]",
c1ccc(c(c1)CN1C(=O)/C(=C/c2ccc(c(c2)I)O)/SC1=O)F,"[ 8.2093850e-03  7.4810027e-03  7.6465444e-03  3.4677517e-03
  3.6894456e-03  7.3633809e-03 -3.5038737e-03  1.6320766e-05
  2.8352130e-03  5.5999364e-05  3.4615407e-03  4.9615745e-03
  3.8647596e-03  7.3156236e-03  9.6539827e-03  4.4890796e-03
  3.6305140e-03  9.5843971e-03 -2.2325178e-03  1.5662286e-03
 -3.0129661e-03  3.0946869e-03  2.1803279e-04 -7.6478627e-04]",
COc1ccccc1[C@@H]1[C@@H](C(=O)NC(=C1C#N)SCC(=O)N)C#N,"[-1.9617388e-03 -7.1566930e-04  7.4858582e-03  1.4782370e-02
  1.2941144e-02  1.4550157e-02  6.4899614e-03  5.9619555e-03
 -6.9461414e-03 -3.0648685e-03  4.4627413e-03 -9.2255627e-04
  5.6461873e-03  3.7892570e-03  5.1773973e-03 -2.7212631e-03
 -2.0507027e-03 -4.0611727e-03 -5.0591072e-03  3.9641960e-03
 -8.7205961e-04 -9.4572235e-05  7.1545110e-05 -7.7666040e-04]",
C[C@]1(C(=O)N(C(=O)N1)C[C@H](c1ccccc1F)O)c1ccco1,"[-3.7920796e-03 -1.0939868e-02  4.0968931e-03 -9.0816902e-04
 -1.8821802e-04  3.3867145e-03 -1.3277456e-03  4.2506559e-03
 -6.2520723e-03 -4.6806377e-03  7.0056785e-03  1.4367205e-02
  1.4460328e-02  1.1775361e-02  1.3284301e-02  7.4505853e-03
 -1.9275220e-03  2.4325791e-04  5.4296120e-03  1.3304826e-02
  1.3607606e-02  9.7978543e-03  8.0671030e-05]",
Cc1ccsc1[C@H]1N[C@@H](C(S1)(C)C)C(=O)[O-],"[-0.00329822  0.00956652  0.02721001  0.02375875 -0.00447911  0.0102396
 -0.00372794 -0.00053388 -0.00657668 -0.00936204 -0.00628493 -0.00578638
 -0.00332193  0.00578874 -0.00024349  0.00021287]",
C[C@H](C(=O)NCCCOC)N1CCN(CC1)C[C@@H](C(C)(C)C)O,"[-0.0016608  -0.00312191  0.00198809 -0.00075732  0.00277026 -0.0030966
 -0.00294414 -0.00296292 -0.0016281  -0.00198043 -0.00235127 -0.0033803
 -0.00318145 -0.00109251 -0.00273679 -0.00258285 -0.00274764 -0.00196052
 -0.00266304 -0.00217916 -0.00182845 -0.00194673 -0.00099231]",
C[C@H](C(=O)Nc1ccc(cc1)C(F)(F)F)NC(=O)N,"[-0.00350016 -0.00610326  0.00324386 -0.00065037  0.00347076  0.0088928
  0.02012318  0.01660037  0.00688128  0.01296929  0.01331072 -0.0057784
 -0.00250579 -0.00178546 -0.0025592   0.00206962  0.00396423 -0.00025405
  0.00025371]",
CCC/C(=N/OCc1nc(no1)[C@H](C)OCC)/N,"[-0.00332508 -0.00456698 -0.00629618  0.00333492 -0.00289512 -0.00023579
 -0.0063539   0.01032837 -0.00361208  0.01276054 -0.00416006  0.00034737
 -0.008404   -0.00453415 -0.00229123 -0.00562117 -0.00337559 -0.00045539]",
c1ccc(c(c1)C(=O)[O-])NS(=O)(=O)c1ccc(c(c1)N)O,"[ 0.00853382  0.00913306  0.00886773  0.00561661  0.00556375  0.01131113
  0.00341464  0.0001739   0.00030826  0.00226006 -0.00257153  0.00063881
  0.00098059  0.00428779  0.01121275  0.01058269  0.00584592  0.00444143
  0.00672202  0.00122575  0.00186452]",
CC(C)(C)OC(=O)N1CC(=CC(=O)N[C@@H]2CCC[C@@H](C2)SC)C1,"[-0.00285285 -0.00542191 -0.00287386 -0.00269674 -0.00086934  0.00369227
 -0.00082848  0.00058578 -0.00601455  0.00370014  0.01111864  0.00409911
 -0.00023766  0.0042463  -0.00525124 -0.00425007 -0.00353668 -0.00379134
 -0.00341557 -0.00403398 -0.00249842 -0.00184593 -0.00335903]",
c1ccc2c(c1)[C@]1(C(=O)N2)N=C(NC(=[NH+]1)N1CCCCC1)N,"[ 0.00802269  0.01110022  0.01427014  0.00668187  0.00701335  0.01275681
 -0.01069306  0.00474418 -0.00040741  0.00589051 -0.00184706  0.00264686
  0.00640954  0.00344624  0.00252667 -0.00117727 -0.00401021 -0.0041288
 -0.00497037 -0.00451575 -0.00395034  0.00017255]",
