SMILES,Atom_importance,Bond_importance
CC1CCN(CC1)c1c(c(ncn1)NC1CCCC1)N,"[3.97697586e-05 4.39758405e-05 1.39163953e-04 9.08373258e-05
 1.47497252e-04 5.99924497e-05 1.99143236e-04 1.07742831e-04
 7.07820072e-05 1.29507636e-04 1.43440266e-04 1.09304216e-04
 1.05999155e-04 1.56578579e-04 7.59309696e-05 4.85576165e-05
 1.16381139e-04 1.28257961e-04 5.83259898e-05 1.95073677e-04]",
C[C@H](C(=O)NCc1ccc(cc1)Cl)N1CC[C@H](CC1)C(=O)N,"[1.58984432e-04 1.64933910e-04 1.84866964e-04 1.81252472e-04
 2.26903212e-05 1.92508553e-04 3.70614798e-05 1.52364926e-04
 1.62353608e-05 1.29173641e-04 1.89691264e-06 1.14027345e-04
 1.86334393e-04 8.26947326e-06 3.55642042e-05 1.99293892e-04
 9.43491978e-05 4.15458344e-05 6.17487385e-05 4.32355118e-05
 5.69367621e-05 1.93359359e-04]",
Cc1ccsc1[C@@H]1C[C@H]1C(=O)N(C)CCCS(=O)(=O)C,"[4.2050965e-06 8.4958861e-05 7.2209128e-05 8.0273952e-05 8.2860330e-05
 1.1978787e-04 1.2670898e-04 1.7742538e-04 1.7022631e-04 4.6255544e-05
 4.8606507e-05 2.3926395e-05 4.7951202e-05 1.3897562e-04 1.6925945e-04
 7.3127485e-05 8.0153251e-05 1.7998189e-04 9.7900214e-05 8.5637919e-05]",
c1ccc(cc1)COC[C@H](C(=O)OCc1ccccc1)N,"[1.2804450e-04 8.8922898e-05 5.9389120e-05 3.5201272e-05 5.0125520e-05
 1.7907379e-04 1.6409608e-04 1.6705338e-04 9.1980102e-05 1.8855069e-04
 1.1185000e-04 9.4725990e-05 1.4503390e-04 1.9273444e-04 5.1876679e-05
 9.1633672e-05 1.9111687e-04 9.7491546e-05 1.8059315e-04 1.9359526e-04
 1.8233636e-04]",
c1cc(oc1)C(=O)Nc1nnc(s1)C1CCCCC1,"[6.90149027e-05 6.17236292e-05 1.33781010e-04 1.05489264e-04
 6.01099309e-05 1.66506754e-04 1.62694836e-04 1.67215112e-04
 7.60305265e-05 1.47142797e-04 1.08669839e-04 7.97850007e-05
 1.74285393e-04 7.38413946e-05 1.67942144e-05 1.19235025e-04
 9.83395366e-05 1.62669225e-04 4.89946660e-06]",
CCCn1c(nnc1SCc1nc(c2c(c(oc2n1)C)C)N)C,"[8.06249864e-06 8.25798052e-05 1.23203528e-04 1.71285734e-04
 6.89872541e-05 6.45259061e-05 5.10452192e-05 6.25941175e-05
 1.75360197e-04 1.24655257e-04 7.71122941e-05 8.69037176e-05
 1.78405026e-04 1.76487709e-04 1.32548070e-04 1.11303780e-04
 2.50650901e-05 9.58815654e-05 1.12849091e-04 9.59596873e-05
 8.55398685e-05 2.96910021e-05 1.13020404e-04]",
c1c(cn(c(=O)c1Cl)CCCCC(=O)N)C(F)(F)F,"[8.39087224e-05 1.04168314e-04 8.97589125e-05 4.42947094e-05
 1.62131750e-04 1.00552432e-04 8.62207744e-05 8.32424339e-05
 1.01736034e-04 1.86707490e-04 1.30536399e-04 1.17974429e-04
 7.02515945e-06 8.61257431e-05 7.15181668e-05 1.72194676e-04
 4.35699367e-05 2.42773458e-05 1.62368655e-04]",
Cn1cc(c(c1)C#C)C#C,"[1.9601226e-04 1.0771380e-04 9.4640141e-05 2.6662899e-05 5.6736535e-05
 1.0435399e-04 1.4549131e-04 1.9996472e-04 1.8266655e-04 9.1481372e-05]",
c1cc(c(cc1Cl)N)N1CCN(CC1)C(=O)C(F)(F)F,"[7.24467609e-05 1.36568578e-05 9.63552156e-05 3.73238690e-05
 1.68032668e-04 1.52224471e-04 9.70415203e-05 1.67439532e-04
 6.32127922e-05 1.18776414e-04 3.30813637e-05 1.50468244e-04
 3.65925152e-05 4.91178798e-05 1.26049650e-04 1.75790105e-04
 1.47341256e-04 7.66790763e-05 1.11711073e-04 1.92972409e-04]",
c1ccc(cc1)n1c(=O)[nH]c([O-])n1,"[6.45791006e-05 1.25648148e-04 4.95603417e-05 1.98571855e-04
 1.41323806e-04 1.10448753e-04 1.22220838e-04 1.61335629e-04
 1.03533464e-04 5.82297180e-05 2.31439299e-05 1.89583123e-04
 1.35087998e-06]",
CC1(OC[C@@H](O1)[C@@H]1[C@@H](OC(O1)(C)C)CO)C,"[3.26797235e-05 4.50671578e-05 1.65377816e-04 1.79793380e-04
 1.85275887e-04 1.18486234e-04 9.55296782e-05 5.92095530e-05
 6.34600365e-05 1.52206150e-04 8.83890025e-05 1.97223693e-04
 1.02251470e-04 1.20314362e-04 6.32009596e-06 1.12254354e-04]",
C[C@@]12CCC(=O)C=C1[C@H](C[C@H]1[C@H]2CC[C@]2([C@@H]1CC[C@]2(C)O)C)O,"[1.5770805e-04 1.8954241e-04 5.8991001e-05 5.9818714e-05 1.5565866e-04
 1.4418531e-04 1.1155458e-04 1.1465680e-04 1.5715690e-04 1.0236692e-04
 3.6573721e-05 1.4098867e-05 8.9558671e-05 1.8165891e-04 1.0588621e-04
 1.5159548e-04 1.3216191e-04 1.8200873e-04 4.2955679e-05 1.1307611e-05
 4.5465487e-05 1.7650986e-04 1.8731480e-05]",
CCCNC(=O)[C@H](C)S(=O)(=O)c1nnc(n1C)c1ccccc1C,"[9.3303410e-05 1.8440564e-05 1.3670341e-05 4.7767567e-06 1.1364712e-04
 5.9504440e-05 6.7941110e-05 2.1706253e-05 1.6519080e-05 1.3536528e-04
 1.6781154e-04 1.2860974e-04 7.4168740e-05 1.1323347e-05 1.2862375e-04
 1.9072674e-04 2.6014464e-05 1.6400768e-04 2.1564960e-05 2.6583662e-05
 1.9672826e-04 7.1036622e-05 4.0117469e-05 8.6710825e-05]",
CC(C)NCC(=O)c1cccs1,"[5.7306192e-05 1.2273543e-05 3.6780366e-05 7.3389536e-05 1.5766211e-04
 8.9947331e-05 1.5043127e-04 9.1486734e-05 6.8860063e-05 1.3301933e-04
 3.0972584e-05 1.1828034e-04]",
c1cc(ccc1C#N)C(=O)OCC(=O)Nc1cc(cc(c1)Cl)Cl,"[3.32323434e-05 9.35307889e-06 6.45133550e-05 4.65433222e-05
 6.89879307e-05 6.28223715e-05 6.49425128e-05 1.29937500e-04
 1.73331806e-04 1.46306207e-04 1.35634284e-04 5.97017388e-05
 1.84135322e-04 1.88937323e-04 1.07822543e-05 6.45216569e-05
 1.70871590e-06 1.89602986e-04 1.72923406e-04 1.81820680e-04
 5.53980026e-05 8.05827731e-05 1.47119645e-05]",
Cc1ccc(cc1C)OC(=O)c1csc(n1)c1ccccc1,"[1.0470741e-04 1.9203438e-04 9.6216572e-05 8.7675027e-05 9.6299882e-05
 2.1588206e-05 1.3316722e-04 1.9783738e-04 1.3872096e-04 1.6719634e-04
 1.3395504e-04 1.5679498e-04 9.5750249e-05 5.0389859e-05 6.0166345e-05
 1.8526195e-04 1.9969590e-05 1.4702397e-04 2.7413342e-05 1.1193110e-04
 3.9915874e-05 1.5543822e-04]",
CCOC[C@@H](C[N@@H+]1CCC[C@@H](C1)c1cc([nH]n1)C(=O)N)O,"[9.82189813e-05 3.52740208e-05 1.00116695e-05 7.09366213e-05
 1.38946474e-04 1.12630434e-04 3.59595178e-05 2.82222663e-05
 1.79869196e-04 1.93356405e-04 1.01942613e-04 1.55641173e-04
 1.31953420e-04 8.59700231e-05 1.14453993e-04 8.67192866e-05
 1.61822871e-04 1.54347217e-04 9.17524449e-05 1.51752232e-04
 8.32436417e-05]",
c1ccc(cc1)NC(=O)[C@H]1CCCN(C1)C(=O)c1c(ncs1)C1CC1,"[6.7418034e-05 1.3642192e-04 4.9281651e-05 4.4349465e-05 1.3411821e-04
 1.3476251e-04 1.9517847e-04 5.7755642e-05 1.0030971e-04 1.8588731e-04
 1.5083107e-04 1.2215209e-04 2.0989994e-05 1.0968995e-04 8.3328441e-06
 3.0336616e-05 4.5995498e-06 7.9077086e-05 2.2017295e-05 1.8032824e-04
 7.5455071e-05 4.7439909e-05 1.0701575e-04 1.2551073e-04 1.1543866e-04]",
CC[C@](C)(CCO)NC(=O)c1cnn(c1)CC,"[1.42909503e-05 8.33764279e-05 8.38489359e-05 1.43587997e-04
 2.71701720e-05 1.38253963e-04 1.55841990e-04 4.78684633e-05
 1.09284279e-04 1.75996378e-04 3.57303143e-05 7.29251406e-05
 1.99499962e-04 1.13780443e-04 1.05821775e-04 5.23448252e-05
 1.95565779e-04]",
C[C@H]1CCO[C@@H]1C(=O)/N=c/1\[nH]ncn1c1ccccc1,"[1.25242741e-05 2.72859779e-05 5.68353898e-05 3.41898453e-06
 1.60311058e-04 1.13292910e-04 4.04137536e-05 1.36958071e-04
 1.08187494e-04 1.78238202e-04 8.04574083e-05 1.84620672e-04
 9.74908835e-06 3.64166408e-05 1.56174676e-04 5.60123044e-05
 7.33338020e-05 1.26786472e-04 1.52645698e-05 1.20323100e-04]",
Cc1c(sc(n1)NC(=O)c1ccc2cc[nH]c2c1)SCC(=O)N,"[1.6705050e-04 1.8408922e-04 1.9279547e-04 8.9627341e-05 1.8870849e-04
 5.4657932e-05 1.9745734e-04 1.3992190e-04 4.1729272e-05 1.5275659e-04
 4.3422133e-05 8.7675195e-05 4.5249755e-05 7.6845252e-05 1.3390591e-04
 2.2036860e-05 1.2935711e-04 5.1521241e-05 4.3817134e-05 1.0673196e-04
 5.5950466e-05 1.7367399e-04 4.0277493e-05]",
COc1c(cccc1Cl)NC(=O)c1cccc(n1)OCC(F)F,"[1.90840456e-05 1.97771195e-04 1.66027152e-04 1.69811639e-04
 1.47281229e-04 1.03089376e-04 8.11138088e-05 1.05569481e-04
 1.57432209e-04 2.11740135e-05 1.67629914e-04 1.25581137e-04
 1.87731654e-04 8.17207183e-05 9.94543298e-05 7.58081296e-05
 1.67114165e-04 9.54982097e-05 5.96799728e-05 1.98870239e-05
 1.96269189e-04 5.12044571e-05 8.20352798e-05]",
CN[C@@H](c1ccccc1)C(=O)N,"[1.18511736e-04 4.46916965e-05 1.38951509e-04 1.54922993e-04
 5.83500259e-05 1.76405068e-04 1.07303378e-04 8.22091170e-05
 1.62503318e-04 4.07453590e-05 6.48931091e-05 1.02710597e-04]",
C1CS(=O)(=O)C[C@H]1NC(=O)OCCCCO,"[3.89826891e-05 1.72185624e-04 1.66551938e-04 1.67186678e-04
 1.87515732e-04 1.79347393e-04 2.34738091e-05 1.64699915e-04
 1.82339587e-04 1.52457127e-04 2.77752770e-05 1.70958199e-04
 1.51979504e-04 4.49342660e-05 1.12039335e-04 1.94015054e-04]",
CCOC[C@@H](CN1CCN(CC1)C(=O)CC1CCCCC1)O,"[1.19577926e-04 1.81490075e-04 1.14279079e-04 4.79214068e-05
 1.27991254e-04 2.05488050e-05 9.39402089e-05 1.31647306e-04
 6.93831753e-05 3.89770212e-05 2.18641208e-06 1.38920786e-05
 9.04032495e-05 1.90279083e-04 1.57052800e-05 1.05218613e-04
 1.58580413e-04 1.45164857e-04 1.10049434e-04 5.97813887e-05
 1.87998055e-04 4.14440037e-05]",
CC1([C@H]2CC[C@H](C2)[C@@]1(C)NC(=O)C[NH2+]Cc1cccs1)C,"[1.39283467e-04 4.03305057e-05 1.57489252e-04 1.87369631e-04
 4.45014439e-06 5.28838173e-05 3.92793590e-05 6.68339708e-05
 7.85002558e-05 4.50393636e-05 1.28032989e-04 1.96932069e-05
 2.96647650e-05 1.45932892e-04 6.93967522e-05 1.19899334e-04
 1.30223279e-05 3.50818227e-05 4.48213032e-05 1.59326126e-04
 7.38284798e-05]",
CC1=C([C@H](C(=C(O1)N)C#N)c1ccc(cc1F)F)C(=O)OC,"[3.39560938e-05 1.31481487e-04 9.28135923e-05 5.65099872e-05
 1.26758576e-04 4.19527278e-05 1.53942456e-04 1.65592282e-04
 7.27042643e-05 1.10180175e-04 1.22943471e-04 1.45483340e-04
 1.73751905e-04 1.28757529e-04 1.71709253e-04 1.02918304e-04
 1.87854952e-04 1.68974730e-04 1.40255419e-04 1.42408666e-04
 4.26450279e-05 4.50706866e-05]",
CCCCC(=O)N1CCN(CC1)c1cc(nc(n1)N)N,"[1.1542747e-04 1.1398353e-04 1.5922208e-04 7.7753204e-05 8.9500609e-05
 9.7965094e-05 4.7954795e-06 2.2244076e-05 1.6223289e-04 7.0324764e-05
 3.2619464e-05 1.5437249e-04 6.0668150e-05 1.2478819e-04 1.7839328e-04
 7.9968304e-05 1.9557330e-04 2.7219739e-05 9.5801232e-05 1.5116447e-04]",
CC[C@H]1CC[C@@H](CC1)NC(=O)NCCCOC[C@H]1CCOC1,"[9.5736963e-05 1.3029542e-04 3.3545846e-05 1.3281745e-04 7.4876749e-05
 1.3768327e-04 1.1830904e-04 1.1603615e-04 1.8759203e-04 1.2256423e-04
 1.1268812e-04 1.9369785e-04 1.9122410e-04 4.8421098e-05 1.6334453e-06
 1.4073000e-04 1.6516482e-04 1.3396033e-04 3.9113733e-05 9.6075113e-05
 4.1840045e-05 7.4608026e-05]",
CC(C)c1ccc(cc1)/C=C\1/C(=O)N=C(S1)Nc1cccc(c1)O,"[9.24494088e-05 3.49427864e-05 1.79786235e-04 1.01775644e-04
 1.32534828e-04 1.54529393e-04 1.03753438e-04 3.74434676e-05
 3.87032514e-07 1.77621230e-04 1.22287647e-05 1.75564361e-04
 1.35856928e-04 6.35002380e-06 1.30693850e-04 6.01500105e-05
 1.26564861e-04 1.45811180e-04 6.02713881e-05 1.73077831e-04
 1.22867976e-04 4.22025951e-05 5.22644696e-05 2.93082285e-05]",
c1cc(cc(c1)F)O[C@@]1(CC[N@@H+](CC1)Cc1ccc(o1)CO)C(=O)[O-],"[1.48645836e-06 2.83792688e-05 1.01519108e-04 3.91553949e-05
 1.34277463e-04 1.94414009e-04 1.96673500e-04 1.79466384e-04
 1.59435149e-04 5.97051512e-05 1.15240880e-04 1.02704274e-04
 1.40222022e-04 3.94122981e-05 1.19624907e-04 1.06585947e-04
 8.02070354e-05 1.33841168e-04 7.91839702e-05 5.86009410e-05
 1.74340850e-04 7.21996475e-05 3.53938194e-05 1.50595646e-04
 1.91598501e-05]",
CCN1CCN(CC1)C(=O)[C@H](C)Sc1nc(c2ccsc2n1)N,"[1.24109094e-04 4.24247191e-05 1.89544546e-04 7.96855747e-05
 5.61765446e-05 9.21679093e-05 1.48374718e-04 2.38104599e-06
 7.88832185e-05 7.42175143e-06 4.59373259e-05 1.92538391e-05
 1.54666792e-04 1.33286434e-04 1.23243371e-04 2.69945667e-05
 1.49982807e-04 1.85015728e-04 1.42008748e-05 1.07985616e-04
 1.17919808e-04 1.29152657e-04 1.91571584e-04]",
C[C@H](C(=O)N1CC[C@H](CC1)C(=O)N)Oc1cccc2c1cccc2,"[7.60156545e-05 7.98511246e-05 5.91344578e-05 1.97059722e-04
 3.87997170e-05 1.95184213e-04 1.94276246e-04 1.89933053e-04
 1.95445798e-04 3.78322397e-06 4.10464054e-05 1.14740185e-04
 9.69186112e-06 2.07914800e-05 7.74405489e-05 1.82010408e-04
 2.03400614e-05 1.19266566e-04 1.31164255e-04 3.65967207e-05
 9.62260747e-05 1.80646035e-04 5.75589038e-05 7.75262015e-05]",
CCOc1ccc(cc1OC)c1n[nH]c(n1)[C@H](c1ccccc1)N,"[1.39370939e-04 9.04146946e-05 1.81868920e-04 1.01308440e-04
 1.08890439e-04 5.22439514e-05 1.90490493e-04 1.02975355e-04
 1.63358985e-04 1.57929549e-04 1.09905406e-04 1.58943178e-04
 1.45110549e-04 1.56674228e-04 7.73813008e-05 8.78031005e-06
 1.89078302e-04 1.34338484e-06 4.65265766e-05 6.81501260e-05
 5.59730142e-05 2.86199393e-05 1.35973591e-04 2.71019030e-06]",
CCO[C@H](C)c1nc(cs1)CO/N=C(\c1ccc(cn1)C#N)/N,"[1.64417303e-04 1.70449668e-04 1.89921542e-04 1.41208104e-04
 1.29848209e-04 9.25041895e-05 1.64531244e-04 1.57304985e-05
 4.05870342e-05 3.02682274e-05 6.55104668e-05 7.13078698e-05
 1.46060469e-04 1.18328782e-04 1.08300308e-04 1.57285249e-04
 1.99605594e-04 1.33943409e-04 1.81803931e-04 3.17423874e-05
 1.07285625e-04 1.07669155e-04 3.92945585e-05]",
C#CCCN1CCN(CC1)c1ccc(cc1Cl)[N+](=O)[O-],"[5.78167737e-06 1.25741324e-04 1.79049544e-04 2.77444015e-05
 1.82489239e-05 1.22630183e-04 1.45177502e-04 1.40300443e-04
 1.19779717e-04 9.75838248e-06 1.03033897e-04 2.93653284e-05
 6.98213989e-05 1.83371871e-04 1.54913185e-04 1.76486807e-04
 1.38262985e-04 3.56097444e-05 1.19738375e-04 1.36223152e-05]",
Cc1cn2c(c(nc2s1)C)CN(C)C(=O)CO[C@H]1CCCC[C@H]1C,"[3.51391827e-05 1.14094095e-04 1.71819251e-04 2.42266924e-05
 9.39675883e-05 8.54333703e-05 7.61894116e-05 1.48023464e-04
 1.19225493e-04 7.52493361e-05 8.16791653e-05 6.21412837e-05
 3.18305865e-05 8.92725657e-05 1.23402249e-04 4.49236650e-05
 1.67603299e-04 8.60897053e-05 2.51261772e-05 1.61679010e-04
 5.87933664e-06 2.86047507e-05 1.80847666e-04 5.89286246e-05]",
CCC[NH+]1CCN(CC1)C(=O)c1cnc2cc(ccn2c1=O)C,"[6.7918583e-05 1.6212814e-05 1.9585862e-04 4.8808615e-05 1.7629274e-04
 7.0803384e-07 1.9460790e-04 1.8744217e-05 1.4100084e-04 1.3141888e-04
 9.0004796e-05 6.6465087e-05 1.1239736e-04 1.4662372e-04 1.7008162e-04
 1.5650790e-05 1.4181837e-04 5.1159927e-06 1.8029718e-04 1.7294288e-04
 1.7127070e-04 3.4920879e-05 1.5077947e-04]",
Cc1cccc(c1)OCCCCn1c(cc(n1)N)C,"[5.1069786e-05 1.0168960e-04 7.8967270e-05 3.5765802e-07 1.3390573e-04
 1.7887217e-04 1.3104593e-04 1.4745868e-04 6.8644316e-05 1.4988307e-04
 1.6211487e-04 1.7492600e-04 3.6192463e-07 1.9279914e-04 2.5914489e-05
 1.7295312e-04 1.8679952e-04 1.0353437e-04 3.7559483e-05]",
c1c[nH+]c(nc1N)CN1CCOC[C@@H]1C1CC1,"[4.3223448e-05 1.8379175e-04 1.4130016e-05 4.3014887e-05 1.7203366e-04
 9.0028501e-05 5.6479610e-05 6.4062457e-05 1.0600078e-04 4.4739991e-05
 1.9569632e-04 9.0045156e-05 4.8225076e-05 6.9284935e-05 8.4007959e-05
 1.4922368e-04 8.7712746e-05]",
Cc1c(c(on1)C)C[N@@H+]1CCN(CC1)CC1=Cc2ccccc2OC1,"[1.25279272e-04 1.62760523e-04 1.39751253e-04 6.10758216e-05
 4.76978639e-05 1.91545216e-04 7.02231409e-05 1.08324835e-04
 1.32917601e-04 1.06556457e-04 2.28805093e-05 1.64973942e-04
 1.23837352e-04 5.45993244e-05 1.61086136e-04 1.94881126e-04
 1.79084105e-04 7.44585259e-06 9.00295418e-05 3.81539176e-05
 1.45255195e-04 6.38565689e-05 1.42340708e-04 5.90850832e-05
 5.81390159e-05]",
CCOC(=O)C[NH2+]C(C)(C)/C=N/O,"[9.89868640e-05 1.00801815e-04 3.73678813e-05 1.74781584e-04
 6.55403492e-05 1.89136248e-04 4.31772014e-06 1.03320432e-04
 1.67827762e-04 1.20091339e-04 7.87012468e-05 1.87468340e-05
 4.86259196e-05]",
CC1(OC(=O)C(C=O)C(=O)O1)C,"[1.0979051e-04 7.2736664e-05 1.6548503e-04 3.5712688e-05 6.5697015e-05
 1.2053282e-04 1.0655155e-04 1.5285854e-04 1.3500632e-04 6.4637934e-05
 1.0240146e-04 1.9999975e-04]",
COc1ccc2=[NH+]CC(=c2c1)CCNC(=N)NC(=[NH2+])N,"[1.8017068e-05 2.8949735e-05 1.4501733e-04 7.6274293e-05 8.4741041e-05
 7.5388212e-05 1.0598018e-04 7.2258154e-05 9.6300777e-05 1.0329278e-04
 7.6823657e-05 6.6528068e-05 8.7940825e-05 8.0722246e-05 1.4215821e-05
 1.5121090e-04 1.0725440e-04 1.8420361e-04 4.5357501e-05 1.6267716e-04]",
CCCOC[C@@H]1CCN(C1)c1c(cnc([nH+]1)N)CC,"[1.87223632e-04 9.55264622e-05 1.92199732e-04 5.70607335e-05
 1.89313825e-04 1.53838278e-04 1.32938003e-04 1.85203287e-04
 1.10542358e-04 8.82634049e-05 3.49060610e-05 1.28913452e-04
 1.22099882e-04 1.58530966e-04 1.12365145e-04 1.86608566e-04
 4.37356357e-05 3.25825713e-05 4.63271772e-06]",
CC[NH+](CC)Cc1ccc(cc1)CNC(=O)N1CCC(CC1)CO,"[9.0036003e-05 1.2966122e-04 4.4226032e-05 1.5213834e-04 8.1980455e-05
 2.3883522e-05 1.5777766e-04 1.1862730e-04 1.3113968e-04 3.6919027e-05
 7.9035817e-05 8.0553873e-05 1.8909074e-04 1.7269302e-04 1.1980283e-04
 9.6883479e-05 6.8435074e-05 6.4831256e-05 7.7313438e-05 1.9789758e-04
 5.2184932e-05 6.4514788e-05 2.6414771e-05 1.1242973e-04]",
Cc1cc(ccc1S(=O)(=O)N)C(=O)N(C)CCOCC1CC1,"[1.1086434e-04 6.5357883e-05 1.5857597e-04 1.6703736e-04 1.3225750e-04
 1.5472771e-04 1.8634203e-04 5.9926551e-05 1.3409344e-04 1.1601262e-04
 1.0041673e-04 1.2204893e-04 1.4937785e-04 1.9536092e-04 1.5693100e-04
 4.6149817e-05 1.3910589e-04 2.9911695e-05 1.9949151e-04 9.5884978e-05
 4.7077843e-05 5.6990502e-05]",
Cc1c(c(n(n1)C)C)C[NH2+]Cc1ccc([nH+]c1)N1CCOCC1,"[3.85057065e-05 1.69829043e-04 8.53317852e-06 1.10417450e-05
 1.19566364e-04 1.83847995e-04 6.18935883e-05 1.18993594e-04
 6.19266939e-05 1.57297603e-04 1.74775530e-04 6.20385035e-05
 1.03706756e-04 7.85123848e-06 5.92069955e-05 1.73095268e-05
 1.56491500e-04 1.68096783e-04 1.48395193e-04 7.00779347e-05
 1.74989487e-04 1.52570268e-04 1.70820262e-04]",
CCOC(=O)c1cnc2c(c1Nc1nncs1)ccc(n2)C,"[1.4204040e-04 8.6175489e-05 8.2718921e-05 1.5824918e-04 1.4386154e-04
 2.3183504e-05 2.2798495e-05 1.4934335e-04 3.0983621e-05 2.8480459e-05
 2.2960230e-05 1.2432384e-04 6.5269051e-05 1.3295589e-04 3.7085843e-05
 1.0121102e-04 1.4655238e-04 1.0936000e-04 5.3982287e-05 1.5647821e-04
 1.8071682e-04 1.9405480e-04]",
CC1=CC[C@]23[C@]1(CCC2)[C@H](CC3(C)C)O,"[1.9667705e-04 3.8255217e-05 4.1064814e-05 1.4363723e-04 9.5682090e-06
 8.6072927e-05 7.7910590e-05 1.8637835e-05 1.9586353e-04 4.7762602e-05
 1.4943887e-04 3.9700553e-05 1.3296567e-04 6.5541695e-05 9.6418036e-05]",
C[C@@H](CS(=O)(=O)C)N(C)C(=O)c1ccc(nc1)SC,"[1.41263401e-04 1.63921723e-04 1.87356272e-04 1.57357077e-04
 1.66537167e-04 4.22633275e-05 1.18412812e-04 3.88949193e-05
 1.60226642e-04 1.80077666e-04 5.76610728e-06 1.11115907e-04
 1.15981951e-04 1.42869467e-04 1.18473436e-04 7.40009491e-05
 5.62371533e-05 1.50789157e-04 1.67124148e-04]",
COC(=O)[C@H]1C=C2C(=C([NH+]=N2)N)S1,"[1.1887381e-04 1.6039614e-04 1.1813395e-04 1.4973248e-04 1.9600024e-04
 9.1692324e-05 1.9964153e-05 9.7322336e-05 1.1679987e-04 1.8028241e-04
 7.8789977e-05 1.4723078e-04 1.8780553e-04]",
C#CCOC[C@@H](COCc1ccc(cc1Cl)Cl)OC(=O)N,"[1.0495413e-04 1.5928963e-04 1.7004240e-05 1.3907070e-04 1.9609919e-05
 8.1685612e-05 8.2208717e-05 9.2094400e-05 1.2339536e-05 1.8277970e-04
 1.4049438e-04 1.5169385e-04 8.1165039e-05 1.7370335e-04 6.6371453e-05
 3.5125617e-05 1.5728880e-04 1.3209721e-04 7.0348236e-05 6.2762585e-05
 6.4649495e-05]",
COc1cccc(c1F)C(=O)OCc1ccn(n1)c1ccccc1,"[1.9806954e-04 1.4393368e-04 4.4472472e-05 1.5942554e-04 1.6752305e-04
 2.8270033e-05 2.4415081e-05 9.8522833e-05 6.7341134e-06 9.2864218e-05
 5.1046780e-05 6.2240768e-05 1.9983582e-04 1.0633000e-04 5.5221837e-05
 1.2472173e-04 7.0738213e-05 1.1373309e-06 3.3382967e-05 1.7272377e-04
 5.3465468e-05 4.2094081e-05 7.4354793e-05 1.4861184e-04]",
C[NH+]1CCN(CC1)S(=O)(=O)N1CCN(CC1)CC(=C)Cl,"[8.35251376e-06 1.23128222e-04 5.59833279e-05 1.57236398e-04
 1.29958207e-04 8.50923316e-05 1.83747281e-04 8.17491236e-05
 1.15250055e-04 6.84825936e-05 7.52942433e-05 4.97315232e-05
 1.36828621e-05 1.90744577e-05 5.62155801e-05 8.14053055e-05
 3.07002010e-05 1.22492333e-04 1.67293518e-04 9.93765207e-05]",
CCC(C)(C)NC(=O)[C@H](C)N1CC[C@H](CC1)N(C)S(=O)(=O)CC,"[8.90150768e-05 1.30778601e-04 1.04290106e-04 3.03039433e-05
 1.26950123e-04 1.15888484e-04 1.38091214e-04 7.55020083e-05
 1.39198833e-04 1.36131624e-04 6.00733210e-06 3.21413427e-05
 1.92877473e-04 3.46783090e-05 1.51919478e-04 1.00179597e-04
 8.57608029e-06 5.38311542e-06 1.14465751e-04 1.45992264e-04
 1.68401777e-04 4.02562073e-05 9.90303524e-05]",
CCOC(=O)CC[C@H](C)NC(=O)NCc1ccc(cc1)F,"[1.8014046e-04 1.3435171e-06 3.2962918e-05 5.9206861e-05 1.3866610e-04
 3.1864205e-05 1.5780069e-04 1.0248024e-04 1.9284397e-04 9.8806297e-05
 6.8028705e-05 9.5412899e-05 1.6277136e-04 5.1099996e-06 1.3592026e-04
 4.7913814e-05 1.4996961e-04 1.4450061e-04 1.7822925e-04 1.2076804e-04
 7.2704148e-05]",
CC(=O)c1ccc(cc1)O[C@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)CO)O)O)NC(=O)C,"[9.1332193e-05 5.6553250e-05 2.8118413e-05 1.8619852e-04 6.4975364e-05
 1.0444277e-05 1.4462082e-04 1.0462223e-04 1.3458472e-06 1.5978579e-04
 4.7985159e-05 1.5098724e-04 1.6424652e-04 1.3957411e-04 1.2633458e-04
 1.8903872e-04 9.1768219e-05 7.7390971e-05 4.7929349e-05 1.8291902e-04
 1.0675937e-04 6.1430794e-05 4.9587793e-06 9.3212788e-05]",
C[C@@]12CC[C@@H]3[C@@H]([C@@H]1CC[C@@H]2O)CC[C@@H]1[C@@]3(C=CC(=O)C1)C,"[1.5854572e-04 9.0824149e-05 1.2699742e-04 1.7999530e-04 5.4272597e-05
 1.9959431e-05 8.5305917e-05 1.5066695e-04 1.0113684e-04 1.9728871e-04
 1.6110086e-04 9.5600095e-05 9.4746421e-05 5.3253018e-07 1.4530739e-04
 1.8179270e-04 3.9647133e-05 2.1512622e-05 1.6254593e-05 1.2829051e-04
 9.2114802e-05]",
CC(C)C[N@H+](Cc1cccc(c1Cl)Cl)CC(=O)N,"[1.0947288e-04 1.8292696e-05 1.8859493e-04 1.6526546e-04 1.0529469e-04
 1.0708833e-04 1.5715233e-04 4.8585742e-05 1.4548152e-04 1.9375386e-04
 1.7774609e-04 1.2406660e-04 1.4651092e-04 1.7627579e-04 9.4061237e-05
 1.9799243e-04 5.4906519e-05 7.8908824e-06]",
