SMILES,Atom_importance,Bond_importance
Cc1c(cco1)C(=O)N(CCC[NH+](C)C)CCC[NH+](C)C,"[-0.00084164  0.00651417  0.01021935  0.02028856  0.01457002  0.00054365
  0.00373435  0.00112096  0.00085357 -0.00305045 -0.0025052  -0.00292497
 -0.00128656 -0.00201742 -0.00166511 -0.00249812 -0.00358439 -0.00259121
 -0.00229258 -0.00206534 -0.00103236]",
c1ccc(cc1)C[NH2+]Cc1cccc(c1)NC(=O)c1ccncc1,"[ 6.3855769e-03  5.9968908e-03  5.2057374e-03  3.2360971e-03
  4.6811095e-03  5.8276281e-03 -1.1964728e-03 -6.2596367e-04
 -7.1739894e-04  3.4761208e-03  8.5314764e-03  6.6723311e-03
  4.1129501e-03  4.6209209e-03  6.1156410e-03  2.4456126e-03
  3.0643155e-03  1.2197664e-03  5.2719419e-03  9.4133895e-03
  7.4992315e-03 -1.7159357e-05  3.8886066e-03  5.6351037e-03]",
CCn1cc(cn1)CNC(=O)[C@@H]1CC(=O)N(C1)Cc1ccc(cc1)C,"[-0.00076052 -0.00180805  0.00145021  0.01212733  0.00875007  0.00993973
 -0.00032071 -0.00111604  0.00437109  0.00369006  0.00125157 -0.00316561
 -0.00271056  0.00367485  0.00054605  0.00034109 -0.0022047  -0.00129014
  0.00625373  0.01370755  0.01162035  0.00476544  0.00903732  0.00633042
 -0.00021013]",
CCO[C@@H]1COCC[C@@H]1[NH3+],"[-0.00337352 -0.00460235 -0.00312445 -0.00649992 -0.003675   -0.00403699
 -0.00504199 -0.00566496 -0.00311313 -0.00329562]",
c1ccc(cc1)OCCNC(=O)C[N@H+]1CCC(=O)NCC1,"[ 0.01072907  0.01260368  0.00788142  0.00759947  0.01047631  0.00713508
  0.00015052 -0.00281824 -0.00286459  0.00233059  0.00409026  0.00077643
 -0.00214072 -0.00203464 -0.00445304 -0.00353575  0.00362225  0.00038172
  0.00250272 -0.00355348 -0.0023404 ]",
c1c2cc3c(cc2[nH]c(=O)c1C=O)OCCO3,"[ 0.0115106   0.00675973  0.00977214  0.00490686  0.00582003  0.01387554
  0.00644763  0.00405746  0.00832464  0.00096978  0.0085167   0.00724819
  0.00085514 -0.00045778 -0.00198752 -0.00195493  0.00052452]",
c1ccc(c(c1)/C=C/c1nc2ccccc2s1)OC(F)F,"[ 0.00788227  0.00731484  0.00702456  0.00488889  0.00528958  0.00900993
  0.004627    0.00596783  0.00687025 -0.000464    0.00469852  0.00913021
  0.00847686  0.00847978  0.00785932  0.00560939  0.00075979  0.00122248
 -0.00020345 -0.00011195 -0.00054036]",
CC(C)(c1ccccc1)C(=O)NCCc1ccc(cc1)OC(F)F,"[-0.00247278 -0.00304713 -0.00125249  0.00373455  0.01035293  0.01036722
  0.01062365  0.00909207  0.0065539   0.00404632  0.00095554  0.00300868
 -0.00173062 -0.00182015  0.00524194  0.01274435  0.01219586  0.00522051
  0.00877885  0.00956685  0.00091918  0.00021449 -0.00059674 -0.00065316]",
Cc1ccc2c(c1)c(c(n2C[C@@H](C[NH+]1CCNCC1)O)C)C,"[-3.1386275e-04  6.8566953e-03  1.3818532e-02  1.4607430e-02
  6.0305614e-03  6.2888674e-03  1.4384097e-02  8.1790360e-03
  9.0264436e-03  1.6981087e-03 -3.0164984e-03 -1.3867111e-03
 -2.3306645e-03 -2.8495439e-03 -4.3135490e-03 -2.9677411e-03
  4.9162778e-04 -2.6867590e-03 -2.9104827e-03  2.7921313e-05
 -9.3816896e-04 -1.9633628e-03]",
CCCC[C@@H](COC)NC(=O)NC[C@H](C)C[C@@H](C)O,"[-0.00140048 -0.00253101 -0.00264826 -0.00270103 -0.00251315 -0.00223159
 -0.00113827 -0.0011514   0.0031627   0.00496653  0.00039972  0.0011632
 -0.00301564 -0.00451615 -0.00125653 -0.00250333 -0.0009675  -0.00077105
 -0.00010185]",
Cc1ccc(cn1)C(=O)NC[C@@H](c1ccc(cc1)F)O,"[-7.0574984e-04  5.5132462e-03  1.4279646e-02  1.8430807e-02
  8.8711642e-03  8.3965668e-03 -1.3075701e-03  4.1542901e-03
  1.2606999e-03  4.6851998e-03 -3.3582756e-03 -2.2697258e-03
  6.3654259e-03  1.6110398e-02  1.5733786e-02  6.3286247e-03
  1.0474347e-02  1.0311856e-02 -6.1255269e-05  6.5582647e-04]",
Cc1c(ccc(n1)c1ccco1)C(=O)N(C)CC(=O)N,"[-0.00077949  0.00508776  0.00867147  0.01555304  0.01315162  0.00695677
 -0.00027993  0.00516492  0.01448002  0.00840436  0.01061939  0.00068717
  0.0033364   0.00083742  0.00076791 -0.00165122 -0.00287543  0.00198726
  0.00038719  0.00047127]",
CN(C)S(=O)(=O)c1cccc(c1)C(=O)OCC(=O)c1ccc(cc1)Br,"[-9.4006141e-04 -1.4283378e-03 -1.0735830e-03 -2.5105448e-03
  7.6846051e-04  8.7916735e-04  7.4385605e-03  1.1978660e-02
  7.7993786e-03  1.0939704e-02  6.5692328e-03  7.1265521e-03
  3.1862671e-03  9.1991329e-04  5.6167279e-05 -1.9657030e-03
  2.8707425e-03  3.7611159e-04  5.1948242e-03  1.0836115e-02
  9.9870078e-03  3.9055399e-03  6.8033887e-03  6.5186284e-03
  3.4002858e-04]",
COCCC[N@@H+]1CC[C@H](C1)CN,"[-0.00295792 -0.00278812 -0.00483973 -0.00398952 -0.00384584 -0.0031788
 -0.004305   -0.00477448 -0.00715016 -0.00353021 -0.00381888 -0.00065487]",
C=C[C@]1(CCOC1)O,"[ 4.3026563e-03  9.0668593e-03 -1.0272422e-02 -8.0128200e-03
 -5.6049521e-03 -2.5621839e-03 -6.0195792e-03 -2.8513896e-06]",
CCOc1ccc(cc1)NC(=O)c1ccccc1OC(C)C,"[-1.0741610e-03 -1.4063729e-03  3.5620804e-04  4.4828188e-03
  9.5446408e-03  1.2431137e-02  5.2276459e-03  8.0873454e-03
  6.8963962e-03  3.0091824e-03  3.8373845e-03  1.4335498e-03
  4.0536537e-03  8.8823764e-03  9.0794004e-03  7.7825566e-03
  9.0777064e-03  5.9871748e-03  1.2183579e-03 -1.2613361e-04
 -2.9252097e-04  6.2183768e-05]",
Cc1cn(nc1NC(=O)N(CCCO)CCO)c1ccccc1Cl,"[-5.0799339e-04  7.9848822e-03  1.3249382e-02  2.1648386e-03
 -1.4669126e-03  5.9926133e-03  4.4654123e-03  4.5595914e-03
  9.9489221e-04 -9.7901211e-05 -2.4755539e-03 -2.2509552e-03
 -2.6817366e-03  8.9084916e-04 -2.0960120e-03 -2.2600482e-03
  1.0448240e-03  6.1741434e-03  1.3763675e-02  1.3274059e-02
  1.1431735e-02  1.0298797e-02  4.3388582e-03  7.8698492e-04]",
CCn1c(ccc(c1=O)N)C(F)(F)F,"[-2.36918218e-03 -3.28354444e-03  1.25315855e-05  6.29470591e-03
  1.66501570e-02  1.80812068e-02  1.22622177e-02  8.45545996e-03
  1.01752602e-03  2.13574548e-03 -5.41502470e-03 -1.66708999e-03
 -1.39246485e-03 -1.52594049e-03]",
C[C@H](C(=O)N)NC(=O)[C@]1(Cc2ccccc2C(=O)O1)C,"[-0.00010286 -0.00264015  0.00421757  0.00072335  0.00120221  0.00495495
  0.00456158  0.00119032 -0.00787795 -0.0035931   0.00718697  0.00987512
  0.01209439  0.01533841  0.01137962  0.00897501  0.00414081  0.00034621
  0.00055726 -0.00266339]",
CCCSc1ncc(cn1)C[N@H+]1CCC[C@@H]1c1ccccn1,"[-0.00131193 -0.00250186 -0.00330381 -0.00228583  0.00742224 -0.00111039
  0.0125221   0.00957494  0.01246168 -0.00189123 -0.00281212 -0.00063064
 -0.00220595 -0.00275552 -0.00270089 -0.00370189  0.00718278  0.01247994
  0.01368193  0.01333205  0.00879913 -0.00112852]",
CC(C)NC(=O)c1ccc(cc1Cl)NC(=O)[C@H]1[C@@H](C1(C)C)C(=O)[O-],"[-0.0015975  -0.00111266 -0.00102415  0.00241346  0.00396749  0.00101178
  0.00773247  0.01723023  0.00971477  0.00924259  0.01291719  0.00465151
  0.00011084  0.00334952  0.00354074  0.00023658 -0.00140115 -0.00199045
 -0.00387524 -0.00174982 -0.00163173  0.00348314  0.00056477  0.00033044]",
COc1ccc(cc1)c1nc(cs1)COC(=O)c1cnccn1,"[-0.00032223  0.00066087  0.00279255  0.00724699  0.0086409   0.00432302
  0.00522626  0.00482387  0.00371746 -0.00070652  0.00444996  0.00713874
 -0.00038123 -0.00112203  0.00067127  0.00200863  0.0011185   0.00504777
  0.00583938 -0.00063146  0.00708323  0.00300653 -0.00046819]",
C[C@H](CO)NC(=O)c1ccc(cc1)Oc1ccc(cc1[N+](=O)[O-])Cl,"[-0.00093822 -0.00176094 -0.00184355  0.00053474  0.00173711  0.00270369
  0.00091489  0.00591949  0.01108608  0.00673316  0.00497809  0.00652888
  0.00767573  0.00104755  0.0042738   0.00948314  0.00897858  0.00380954
  0.00681572  0.00460852  0.00063512  0.00122432  0.00066729  0.0001842 ]",
c1ccc(cc1)/C=C/CCC(=O)NCCS(=O)(=O)N1CCSCC1,"[ 0.01213542  0.01149281  0.01417208  0.00810929  0.00811889  0.00963861
  0.00697393  0.00480309 -0.00225462 -0.00276292  0.00350189  0.00121175
  0.00382698 -0.00228145 -0.00252819 -0.00274941  0.00032778  0.00021891
 -0.0007346  -0.00336158 -0.00278465 -0.00068426 -0.00144277 -0.0015506 ]",
C1C[C@H]2[C@@H]3CCC[N@H+]4[C@@H]3[C@@H](CCC4)CN2C(=O)C1,"[-0.00240141 -0.00302595 -0.00117094 -0.00378922 -0.00338153 -0.0030943
 -0.00191553 -0.00166195 -0.00263745 -0.00145837 -0.00192879 -0.00276958
 -0.00266513 -0.00255337  0.00134388  0.00420298  0.00028661 -0.00243819]",
c1nc(c2c(n1)n(cn2)[C@@H]1CCCCO1)N,"[ 0.01400488 -0.00145252  0.00480432  0.01455051  0.01048325 -0.00202841
  0.00364147  0.02177734 -0.00307648 -0.00574684 -0.00386506 -0.00366058
 -0.00334147 -0.00145086 -0.00168978  0.00074402]",
CC[C@@](C)(C#C)OC[C@@H](CN1CCN(CC1)C(=O)OCC)O,"[-0.00105763 -0.00212364 -0.00273791 -0.00161446 -0.00041853  0.00043059
 -0.00083327 -0.00210804 -0.00115101 -0.00152406 -0.00118056 -0.00219488
 -0.00212493  0.00114648 -0.00148788 -0.00179054  0.00411007  0.00032679
  0.0001644  -0.00160642 -0.00049162  0.00015936]",
C[C@H]1CC[C@H](CN1C(=O)/C=C/c1ccc(s1)Br)C(=O)N,"[-0.00268353 -0.00212985 -0.00336882 -0.00329506 -0.00446817 -0.00303715
  0.00087177  0.00514955  0.00059683  0.0090834   0.00712159  0.0134269
  0.01960061  0.01150586  0.00651867 -0.00118893 -0.00051434  0.00358287
  0.00021233  0.00033717]",
c1ccc(cc1)CCC(=O)OCC(=O)Nc1ccc(cc1)C(=O)N,"[ 0.00807231  0.00535119  0.00532828  0.0032473   0.00420998  0.00680247
 -0.00256877 -0.00284443  0.00171221  0.0001396  -0.00020573 -0.00171841
  0.00235087  0.00015872  0.00284769  0.00441258  0.00933045  0.01121545
  0.00485032  0.00663273  0.00441887  0.00252163  0.0004681   0.00031048]",
C[C@@H]1CCC[NH2+][C@H]1CNC(=O)OC(C)(C)C,"[-0.00160969 -0.00318486 -0.00263729 -0.00354032 -0.00351338 -0.00135909
 -0.00179197 -0.00301854  0.00594454  0.00665504  0.00120392  0.0005747
 -0.00445521 -0.00107345 -0.00142162 -0.00076529]",
C1COCC(=C1)CN(CCCO)CC(F)(F)F,"[-2.1351874e-03 -2.2818753e-03 -6.7494932e-04 -2.1720417e-03
  4.1959733e-03  6.1770030e-03 -5.6779175e-04 -4.2765716e-04
 -1.7164130e-03 -1.8015549e-03 -1.8940635e-03 -2.4184206e-05
 -1.5973132e-03 -2.8909049e-03 -7.8173575e-04 -6.4308732e-04
 -1.0885583e-03]",
c1ccc(cc1)Cc1nc(cs1)CO/N=C(\c1cccnc1)/N,"[ 0.00611109  0.00756154  0.00696762  0.00366913  0.00598816  0.00629426
 -0.00168726  0.0033866  -0.00150882  0.00748765  0.01120928 -0.00074857
 -0.0017761   0.0008084  -0.00015717  0.00276783  0.00467668  0.01022209
  0.00973379  0.00600949 -0.00051075  0.00655529  0.00073064]",
CC[C@@H](C)NC(=O)[C@H](C1CCCC1)[NH+]1CCN(CC1)C(=O)C1CC1,"[-0.0013731  -0.00144069 -0.00152126 -0.00112555  0.00270162  0.00297845
  0.00058692 -0.00208314 -0.00125782 -0.00147061 -0.00220975 -0.00223883
 -0.00160897 -0.00175003 -0.00269281 -0.00188162  0.0008375  -0.00188581
 -0.00216684  0.00228856  0.00094164 -0.00084062 -0.00134922 -0.00161232]",
CN(c1ccc(c(c1)F)F)C(=O)Cc1ccc(cc1)Cl,"[-0.00113321  0.00036951  0.00797527  0.01075738  0.00778425  0.00484069
  0.00429809  0.00826699 -0.0001537  -0.00022438  0.00322732  0.00087246
 -0.00082031  0.00408036  0.01202583  0.01233905  0.00404921  0.00765138
  0.00759397  0.00083111]",
CC(C)(c1ccccc1)NC(=O)c1cc(ccc1I)Cl,"[-5.9673958e-04 -1.6270797e-03  7.8933343e-05  4.6035564e-03
  8.4794071e-03  6.2874714e-03  7.9026632e-03  7.5644767e-03
  5.5943769e-03  2.2278689e-03  2.4550967e-03  1.0590806e-03
  4.6104514e-03  9.5144100e-03  3.9494699e-03  8.5887900e-03
  8.0001410e-03  3.9416803e-03  2.0596353e-04  7.0581632e-04]",
CCCc1nc(on1)C[N@@H+]1CCC[C@@H](C1)N,"[-0.00152631 -0.00320701 -0.00378874  0.01304491 -0.00228663  0.00563317
  0.00242932 -0.00089209 -0.00403011 -0.00265605 -0.00445182 -0.00349938
 -0.00430355 -0.00237624 -0.00216863  0.00014127]",
c1cc(cc(c1)I)OCc1c(cccc1Cl)F,"[ 0.00955559  0.0108764   0.00627059  0.00749755  0.00615487  0.00939474
  0.00042651  0.00137808 -0.00018056  0.00610796  0.00511455  0.01314414
  0.01119115  0.0094437   0.00449996  0.00076147 -0.00013766]",
Cc1c(nn(c1NC(=O)NCC(C)C)CCO)C,"[-0.00177029  0.01326717  0.00753958 -0.00200058  0.00125882  0.01216915
  0.00566886  0.00390856  0.00092047  0.00297738 -0.00301143 -0.00230572
 -0.0018036  -0.00219476 -0.00321749 -0.00234082 -0.00011552 -0.00103802]",
CC[N@@H+]1CCC[C@@H](C1)[N@@H+]1CC[C@H](CC1)CCO,"[-0.00125973 -0.00241783 -0.00168649 -0.00284441 -0.00242276 -0.00325111
 -0.00271659 -0.00191492 -0.00189932 -0.00270349 -0.00264048 -0.00360827
 -0.00250931 -0.00211699 -0.00267286 -0.00178441 -0.00106455]",
CN(C[C@@H](C1CC1)O)C(=O)/C=C/c1cc(ccc1OC)Br,"[-0.00111085  0.00025732 -0.00219442 -0.00219384 -0.00230405 -0.00393659
 -0.00177734  0.0010416   0.00346843  0.00147465  0.00777879  0.00760203
  0.01105053  0.01617746  0.0065975   0.01382589  0.01636924  0.00807289
  0.00102271 -0.00105145 -0.00024923]",
C1[C@H]([C@@H]([C@H]([C@@H]([C@@H]1[NH3+])O[C@@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)C[NH3+])O)O)N)O)O)[NH3+],"[-1.6141934e-03 -2.0317612e-03 -6.9140480e-04 -1.5674947e-03
 -2.0819867e-03 -2.3602713e-03 -8.6618064e-04 -1.2134399e-03
 -3.2207419e-03 -1.6534257e-03 -9.0042513e-04 -1.3199783e-03
 -1.6978970e-03 -1.4487823e-03 -2.1491207e-03 -1.2161130e-03
 -4.7954623e-04 -4.3783075e-05 -3.1492024e-04 -4.8447604e-04
 -7.4216383e-05 -1.1019093e-03]",
COCC[C@@H]1C[C@]2(CCN(CC2)C(=O)[C@H]2CCCO2)OC1,"[-0.00115619 -0.00110268 -0.00195679 -0.00217652 -0.00260226 -0.00202025
 -0.00310318 -0.00259514 -0.00177464  0.00117468 -0.00147449 -0.00122946
  0.0025173   0.00096427 -0.00115617 -0.00207464 -0.00210412 -0.00190041
 -0.0009811  -0.0004608  -0.00169936]",
C#CC[N@H+]1CC[C@@H](CC1)C(=O)NNC(=O)[C@@H]1CCCO1,"[ 0.00060961 -0.0001808  -0.00204848 -0.00162418 -0.00291509 -0.00329233
 -0.00151794 -0.00201087 -0.00218393  0.00515045  0.0010286   0.0058893
  0.00489435  0.00533806  0.0013204  -0.00206244 -0.00258349 -0.00216151
 -0.00155653 -0.00086756]",
Cc1nc2ccc(cc2o1)NC(=O)C(=O)N[C@@H](C)CCSC,"[-0.00132147  0.00586256 -0.00176664  0.0062639   0.01398288  0.01225461
  0.00790494  0.01201672  0.00756171  0.00145235  0.00334435  0.00432879
  0.00114976  0.00387831  0.00077537  0.00386052 -0.00211244 -0.00191077
 -0.00286523 -0.00237941 -0.00117928 -0.00131263]",
c1ccc(cc1)c1ccn(n1)C(=O)c1ccccc1,"[ 0.00604571  0.00598686  0.00605591  0.0029896   0.00481108  0.00567146
  0.00501395  0.00802464  0.0074205   0.00121151 -0.00010321  0.0023535
  0.00100699  0.00433298  0.00732405  0.00706832  0.00664166  0.00512833
  0.00446024]",
CCOC[C@@H]1CN(Cc2c1cn(n2)C)Cc1ccco1,"[-0.00100592 -0.00193002 -0.00051759 -0.00346275 -0.00578925 -0.0026579
 -0.00171015 -0.00386431  0.0095601   0.01329527  0.01966474  0.001416
 -0.0016406  -0.0010804  -0.00319147  0.00673368  0.01518734  0.01428603
  0.00986616  0.00040529]",
c1ccc2c(c1)nc(n2CC1CC1)C=O,"[ 0.0120278   0.01142624  0.01423931  0.00647031  0.00700316  0.01262407
 -0.00085798  0.01084045  0.00300801 -0.0021808  -0.00259742 -0.00329901
 -0.0026836   0.00865577  0.00129822]",
CC1(OC[C@@H]2[C@H](O1)[C@@H]([C@@H]([C@@H](O2)OCC=C)NC(=O)C(F)(F)F)O)C,"[-0.00141531 -0.00320318 -0.00101134 -0.00228549 -0.0013837  -0.00191005
 -0.00062667 -0.00092157 -0.00054115 -0.0015875  -0.00105669 -0.00043394
 -0.00197298  0.00576302  0.00301392  0.00396242  0.00308759  0.00090648
 -0.00276349 -0.00048432 -0.0006582  -0.00077269  0.00039278 -0.00057354]",
Cc1c(c([nH]c1C(=O)N(CC(=O)N)C(C)C)C)C(=O)OC,"[-0.0003802   0.00928812  0.00927357  0.01026241  0.00647905  0.01027756
  0.00512506  0.0009796   0.00140584 -0.0020334   0.00321365  0.00063275
  0.00203172 -0.00153524 -0.00136832 -0.00102617 -0.001124    0.00453596
  0.00099873  0.00103039 -0.00075171]",
CCO[C@@H]1C[C@H](C21CCN(CC2)C(=O)c1c(cc(o1)C)C)[O-],"[-0.00105625 -0.00237798 -0.00141703 -0.0053374  -0.00282697 -0.00290417
 -0.00566038 -0.00370385 -0.0026125   0.00046701 -0.0023024  -0.00208863
  0.00329208  0.00081802  0.00789759  0.00965852  0.0164098   0.00835792
  0.00107491 -0.00146916 -0.00053661 -0.00042309]",
Cc1c(sc2c1c(=O)[nH]c(n2)CS[C@@H](C)C(=O)OCC(=O)N)C,"[-0.00099095  0.00761196  0.00649814 -0.00011244  0.00716247  0.00953219
  0.00852522  0.0017737   0.00831505  0.00983508 -0.00224136 -0.00279108
 -0.00081912 -0.00276973 -0.00096794  0.00448381  0.00083658  0.00049652
 -0.00230968  0.00392661  0.0006016   0.00056492 -0.00122842]",
CCCc1nc(cs1)CSc1nnc(o1)c1ccncc1,"[-1.3449360e-03 -2.2673625e-03 -2.2604619e-03  5.0382884e-03
 -1.7943624e-03  9.3553998e-03  1.5931979e-02 -4.6330725e-04
 -2.1688456e-03 -1.1810850e-03  9.8102810e-03 -8.0748380e-04
 -1.0935543e-03  7.4705603e-03  1.1478113e-03  7.3607303e-03
  1.7317310e-02  1.3490776e-02  2.8108945e-05  8.7152924e-03
  9.2214188e-03]",
Cc1nc(no1)C[C@@H]1CCN(CC1)C(=O)[C@H]1CCCN(C1)CC(=O)N,"[-0.0010372   0.00743818 -0.00025078  0.00955328 -0.00240609  0.00091602
 -0.00247218 -0.00166294 -0.00230812 -0.00251681  0.00144339 -0.00150146
 -0.00225962  0.0046892   0.00091076 -0.00037754 -0.00252787 -0.00242703
 -0.00253955 -0.00118308 -0.00147057 -0.0015598   0.00328354  0.00052063
  0.00043489]",
CC[N@H+](CC(=O)Nc1nc(cs1)c1ccco1)CC(C)(C)O,"[-0.00166165 -0.0029059  -0.00252592 -0.00268304  0.00371596  0.00066426
  0.00538672  0.00894375 -0.00187521  0.00868763  0.01188402 -0.00149652
  0.0040983   0.01672795  0.01424674  0.0126685   0.00104499 -0.00270734
 -0.0042316  -0.00134685 -0.00074365 -0.0002909 ]",
CC[C@H](C(=O)N)[N@@H+]1CC[C@H](CC1)CN1C[C@H](O[C@@H](C1)C)C,"[-0.00113437 -0.00232026 -0.00228969  0.0031922   0.00156945  0.00122853
 -0.00064638 -0.00182113 -0.0024865  -0.00287622 -0.00197359 -0.00171405
 -0.00207323 -0.00078845 -0.00206403 -0.00246545 -0.00077082 -0.00105457
 -0.00105746 -0.00071503 -0.00108712]",
CC(=[NH2+])[C@@H](C#N)C(=O)COC(=O)Cc1ccc(cc1)c1ccccc1,"[-0.0016175   0.00255839  0.00109336 -0.00093169 -0.00031041 -0.00098953
  0.0029626   0.00086158 -0.00255001  0.00026226  0.0023642   0.00135881
 -0.00243564  0.00584642  0.01200836  0.00846245  0.00488442  0.00779672
  0.00765692  0.00546805  0.01193549  0.01019945  0.00913229  0.00790263
  0.0066902 ]",
CCc1nc(on1)c1ccc(c(c1)NC(=O)N1CC[C@H](C1)O)C,"[-0.00180765 -0.0015781   0.00562647 -0.00045052  0.00840712  0.00138633
 -0.0016598   0.00462111  0.00937157  0.01357905  0.00645964  0.00811161
  0.01362407  0.00497326  0.00436857  0.00087248  0.00040768 -0.00253922
 -0.00384997 -0.0026235  -0.00270856  0.00059945 -0.0003736 ]",
Cc1ccc(c(c1)Br)O[C@H](C)C(=O)N(C)Cc1ccc2c(c1)OCO2,"[-4.69066727e-04  5.41265681e-03  1.18439961e-02  1.35337431e-02
  6.22844044e-03  5.64436521e-03  9.71512590e-03 -8.46298062e-05
  1.14894495e-03 -2.96664936e-03 -1.73235405e-03  3.22276913e-03
  1.01545127e-03  6.52438670e-04  9.57108568e-05 -2.45889719e-03
  6.92931749e-03  1.31211551e-02  9.24434885e-03  5.70674241e-03
  7.87877478e-03  1.09783225e-02  9.21326689e-04 -1.53303798e-03
  4.63697885e-04]",
CCCOCCOc1c(cc(cc1Br)C)N,"[-0.00204093 -0.00286341 -0.00418582 -0.00062288 -0.00349586 -0.00336306
  0.00089348  0.01016603  0.01090265  0.0228358   0.01251833  0.0165417
  0.00819525  0.00017924 -0.00118211  0.00155431]",
c1ccc2c(c1)cccc2[C@@H]1C[C@@H]1C(=O)N,"[ 0.0094717   0.01062788  0.00955523  0.00653736  0.00562928  0.01195017
  0.01065693  0.0118875   0.01081452  0.00704467 -0.00116142 -0.00261977
 -0.00056456  0.00377081  0.00133187  0.00055701]",
C(C(F)F)NN,[-0.0072641  -0.00812348 -0.00428019 -0.00387185 -0.00023085 -0.00080543],
CC(CC#C)(CC#C)C#N,"[-0.00418264 -0.00811818 -0.00500163 -0.00174381  0.00088107 -0.00413217
  0.00029691  0.00235369  0.00017704  0.00014443]",
C([C@@H](CCl)O)C(=O)NN,"[-0.0047642  -0.0050953  -0.00425903 -0.00043708  0.00183362  0.00840944
  0.00348814  0.01062207  0.00151951]",
CC(C)OC(=O)c1ccc(cc1)NC(=O)c1ccc(s1)Br,"[-2.77989137e-04 -5.98364044e-04 -8.60924134e-04  8.66685237e-04
  2.67853518e-03  1.34320394e-03  6.02835044e-03  1.09344423e-02
  9.63007845e-03  4.99940664e-03  6.80849189e-03  7.23937247e-03
  2.49960832e-03  3.40578705e-03  9.58546647e-04  4.15199995e-03
  9.28506814e-03  8.68231710e-03  3.93589167e-03 -8.30795616e-05
  1.39002805e-05]",
CC(=O)N1CCN(CC1)C(=O)/C=C\c1ccc(c(c1)F)OC,"[-0.00090922  0.00320708  0.00094202  0.00016003 -0.00221942 -0.00388817
  0.00136072 -0.00198157 -0.00271333  0.00387671  0.00163796  0.00894217
  0.00700108  0.00855049  0.0182307   0.01306751  0.00701803  0.00549435
  0.01234472 -0.00078183  0.00100752  0.00014563]",
CC(=CC(=O)N(CCC(=O)N)c1ccccc1)C,"[-7.9701573e-04  2.5454564e-03  9.9699842e-03  4.9841930e-03
  1.4222676e-03  5.9193897e-04 -3.1893796e-03 -1.3952183e-03
  4.9880757e-03  1.8881501e-03  1.2315104e-03  6.3828286e-03
  1.5983732e-02  1.4487740e-02  1.3121499e-02  9.3627032e-03
  8.3391331e-03 -3.3665172e-05]",
CCOC(=O)Cn1c(=O)c(c(cn1)N1CCC(CC1)C(=O)N)Cl,"[-1.7178147e-03 -1.8458238e-03  3.0385784e-04  4.3039080e-03
  4.6428881e-04 -2.8610793e-03  2.2618808e-03  7.5169234e-03
  7.0348475e-04  5.3793509e-03  1.1473466e-02  1.7747253e-02
 -1.9969542e-03  1.1155894e-04 -2.7892934e-03 -3.5939345e-03
 -2.2623898e-03 -1.9325032e-03 -2.0269169e-03  3.3355651e-03
  2.2518908e-04  8.0777012e-04  3.4823519e-05]",
Cc1ccc2c(c1)s/c(=N\C(=O)COc1ccc(cc1)Cl)/n2CC#C,"[-0.00107596  0.00289864  0.00851727  0.01137584  0.00488534  0.00558013
  0.00797675 -0.00105757  0.00590862 -0.00068404  0.00167561  0.00092998
 -0.00153024  0.0007323   0.00434492  0.01070472  0.00957786  0.00375813
  0.00556607  0.00792385  0.0001897   0.00173959 -0.00117082  0.00024007
  0.00034926]",
C[C@@H](c1nccs1)OCC[C@H]1CCCCN1C(=O)OC(C)(C)C,"[-0.00146528 -0.00195874  0.00493517 -0.00133279  0.01269478  0.01381965
  0.00021031 -0.0005053  -0.00207289 -0.00183565 -0.00138959 -0.002363
 -0.00202594 -0.00233081 -0.00167524  0.00068769  0.0026874   0.00064901
  0.00017079 -0.00315967 -0.00161713 -0.00131624 -0.00074147]",
CC(C)CCOC(=O)C1=NN([C@H](C1)C(=O)N)c1ccccc1,"[-0.00161379 -0.00247636 -0.00178431 -0.00297771 -0.00330798  0.00035814
  0.00394218  0.00054683  0.00463475 -0.0022023  -0.00073067 -0.00558323
 -0.00412056  0.00407049  0.0008513   0.00115374  0.00646987  0.01306227
  0.01108309  0.01096015  0.00886184  0.00736637]",
C[C@@H](C(=O)N1CCC[C@@H](C1)c1cc[nH]n1)NS(=O)(=O)C,"[-0.00167804 -0.00122808  0.00338979  0.00110091  0.0005012  -0.00321448
 -0.00315722 -0.00368066 -0.00116105 -0.00271952  0.01001571  0.0190788
  0.01745393  0.00585376 -0.00144297  0.002956   -0.00302665  0.00167466
  0.0006678  -0.00206053]",
C[C@H]([C@@H](c1ccc(cc1)OC)O)NC(=O)C(C)(C)c1ccc(cc1)F,"[-0.00116351 -0.00323777 -0.00080787  0.00498013  0.01184512  0.01088968
  0.00521761  0.00849016  0.00846601  0.00081814 -0.00048127  0.0009847
  0.00270945  0.00396444  0.00092702 -0.00283613 -0.0014909  -0.00052235
  0.00428846  0.01144349  0.01023634  0.00377292  0.00635754  0.0074504
 -0.0001788 ]",
